Date,Category,Fund,Amount,Note
2018-04-06,Medical / Health,Medications,7,** lysine
2018-04-06,Utilities,Internet,39.66,Comcast
2018-04-06,Medical / Health,Health Savings Plan,47.53,UTK health - J tests
2018-04-07,Food,Groceries,28.69,walmart
2018-04-07,Food,Groceries,21.81,aldi
2018-04-07,Food,Groceries,41.23,Sam's Club
2018-04-07,Food,Groceries,10,walmart
2018-04-08,Food,Restaurants,3.6,mcdonalds
2018-04-08,Transportation,Gas & Oil,26.51,pilot
2018-04-08,Personal,Miscellaneous,1.88,DC - exxon
2018-04-08,Personal,Miscellaneous,7.31,DC - subway
2018-04-09,Personal,Miscellaneous,10,DC - metro
2018-04-09,Personal,Miscellaneous,10.39,DC - Rayburn Cafe
2018-04-09,Personal,Miscellaneous,4.61,DC - exxon
2018-04-09,Food,Restaurants,19.17,Kroger
2018-04-09,Personal,Miscellaneous,184,DC - Hilton
2018-04-10,Utilities,Electricity,74.25,KUB
2018-04-11,Recreational,Audible,16.37,audible
2018-04-11,Food,Restaurants,29.83,pelanchos
2018-04-12,Personal,Pocket Money (Darren),50,CSI ***
2018-04-13,Recreational,Board Games,50,***
2018-04-13,Food,Restaurants,37,Asia Kitchen
2018-04-14,Personal,Pocket Money (Jamie),15.99,***
2018-04-14,Personal,Books / Supplies,10.99,udemy - J class
2018-04-14,Food,Groceries,51.01,aldi
2018-04-14,Food,Groceries,68.67,Sam's Club
2018-04-14,Food,Groceries,89.01,walmart
2018-04-15,Food,Restaurants,14.16,cook out
2018-04-16,Personal,Miscellaneous,5.9,Lyft
2018-04-16,Food,Restaurants,30,pelanchos
2018-04-17,Personal,Miscellaneous,6.23,Lyft - paypal
2018-04-17,Transportation,Gas & Oil,29.52,Pilot
2018-04-18,Transportation,Repairs & Tires,1,air for tires 2011
2018-04-18,Transportation,Gas & Oil,26.45,Pilot
2018-04-18,Utilities,Water,73.85,Sedc Ga
2018-04-18,Personal,Pocket Money (Jamie),96.01,TJ Maxx
2018-04-19,Personal,Miscellaneous,-184.6,Hotel
2018-04-21,Personal,Gifts (Including Christmas),437.01,Banjo - guitar center
2018-04-21,Personal,Miscellaneous,98.3,TJ Maxx
2018-04-21,Personal,Pocket Money (Darren),3.89,Target - Groot
2018-04-22,Food,Restaurants,48,Pelanchos
2018-04-23,,,-0.12,Paypal Verification
2018-04-23,,,-0.2,Paypal Verification
2018-04-23,,,0.32,Paypal Verification
2018-04-23,Food,Groceries,26.75,Kroger
2018-04-24,Clothing,Jamie (Clothing),57.36,Victoria Secret
2018-04-24,Recreational,Board Games,89.06,Amazon - Boardgames
2018-04-24,Recreational,Vacation,298.4,Delta - Christmas
2018-04-24,Recreational,Vacation,298.4,Delta - Christmas
2018-04-25,Personal,Miscellaneous,-2.96,Lyft Payout
2018-04-25,Food,Restaurants,21,Gourmets Market
2018-04-27,Saving,College Fund,100,Student Fees
2018-04-27,Saving,College Fund,1,Student Fees
2018-04-28,Recreational,Entertainment,16.36,AMC - Avengers
2018-04-28,Food,Restaurants,17.13,Walmart
2018-04-28,Transportation,Gas & Oil,27.19,Pilot
2018-04-28,Recreational,Entertainment,15.5,AMC
2018-04-30,Personal,Pocket Money (Jamie),-100,Paypal
2018-04-30,Food,Groceries,38.86,Aldi
2018-04-30,Food,Groceries,70.93,Aldi
2018-04-30,Food,Restaurants,12,KFC
2018-04-30,Food,Groceries,16.25,Kroger
2018-04-30,Food,Restaurants,15,J - food
2018-05-01,Personal,Pocket Money (Darren),-200,Paypal - swagbucks
2018-05-02,Food,Restaurants,50,Jamie?
2018-05-02,Housing,Rent,886,Rent
2018-05-02,Personal,Gifts (Including Christmas),58.43,Coolstuffinc *
2018-05-03,Recreational,Board Games,50.31,*
2018-05-03,Debts,Student Loan,500,Osla Student Ln
2018-05-03,Saving,College Fund,30,Withdrawal Student Fees
2018-05-03,Saving,College Fund,2.06,Amazon web services
2018-05-03,Clothing,Jamie (Clothing),44.75,TJ Maxx
2018-05-03,Food,Groceries,15.39,Walmart
2018-05-03,Food,Groceries,5.45,Trader Joe's
2018-05-03,Transportation,Gas & Oil,31.53,Pilot
2018-05-04,Utilities,Water,55.18,Check 1447
2018-05-04,Food,Groceries,20.75,Kroger
2018-05-04,Food,Groceries,12.39,Aldi
2018-05-04,Food,Restaurants,92.79,Melting Pot
2018-05-05,Food,Restaurants,1,Mast Knoxville
2018-05-05,Personal,Pocket Money (Darren),13,Kickstarter
2018-05-06,Food,Restaurants,26.7,Pour Taproom
2018-05-07,Utilities,Internet,39.66,Comcast
2018-05-07,Personal,Pocket Money (Jamie),-40,Birthday from G.Pat
2018-05-07,Medical / Health,Health Savings Plan,69.24,Check 1448
2018-05-07,Personal,Pocket Money (Jamie),38.54,Amazon - wax
2018-05-07,Food,Restaurants,11.5,Cool beans
2018-05-08,Utilities,Electricity,75.88,KUB
2018-05-08,Food,Restaurants,19.46,Kroger
2018-05-09,Personal,Pocket Money (Jamie),-200,Birthday from D&L
2018-05-09,Personal,Pocket Money (Jamie),-50,J.Spears **
2018-05-09,Food,Restaurants,5.25,The Soup Kitchen
2018-05-09,Food,Restaurants,23.73,Hacienda Degollado
2018-05-10,Personal,Pocket Money (Darren),-50,**
2018-05-10,Personal,Pocket Money (Darren),12.49,Amazon - picks
2018-05-10,Personal,Pocket Money (Darren),13.99,Amazon - strings
2018-05-10,Personal,Pocket Money (Darren),7.82,Amazon - kingkiller
2018-05-10,Personal,Pet Supplies,68.54,Cedar Bluff Animal - meds
2018-05-11,Recreational,Audible,16.37,Audible
2018-05-11,Saving,College Fund,87,Summer Fees
2018-05-11,Personal,Gifts (Including Christmas),6.6,Postable.com
2018-05-12,Food,Restaurants,11.65,Chick-Fil-A
2018-05-12,Personal,Gifts (Including Christmas),11.91,Flowers for Kim
2018-05-12,Food,Restaurants,36.19,Pour
2018-05-12,Food,Restaurants,5.35,Little Ceasars
2018-05-12,Transportation,Gas & Oil,29.3,RaceTrac
2018-05-12,Food,Restaurants,50.99,Briar Patch Restaurant
2018-05-13,Personal,Pocket Money (Jamie),52.41,Amazon - Charge cables and base
2018-05-13,Food,Groceries,148.74,Kroger
2018-05-13,Food,Groceries,61.19,Aldi
2018-05-13,Food,Restaurants,54.36,KFC
2018-05-13,Food,Restaurants,-15,family
2018-05-13,Food,Groceries,-5.42,Cash back - kroger
2018-05-14,Personal,Pet Supplies,24.28,Walmart
2018-05-14,Transportation,Gas & Oil,30.72,Pilot
2018-05-14,Transportation,Gas & Oil,26.57,Pilot
2018-05-14,Recreational,Vacation,16.38,Walgreens - picture
2018-05-15,Food,Restaurants,26.33,Pelanchos
2018-05-17,Recreational,Vacation,4.87,J - Passport
2018-05-17,Recreational,Vacation,50,D - Passport
2018-05-18,Food,Restaurants,26.62,Cherokee Street Food
2018-05-18,Food,Restaurants,34.58,Pelanchos
2018-05-18,Personal,Cosmetics / Hair Care,80,Brazilian Wax
2018-05-19,Food,Restaurants,26,Spring Creek Tavern
2018-05-19,Recreational,Entertainment,5.82,Bluff Mountain Outfitters
2018-05-19,Food,Groceries,34.91,Trader Joe's
2018-05-20,Food,Groceries,89.38,Kroger
2018-05-20,Transportation,Gas & Oil,30.77,Kroger
2018-05-22,Recreational,Vacation,110,Passport Services
2018-05-22,Personal,Pocket Money (Jamie),199.79,Amazon
2018-05-22,Personal,Pocket Money (Jamie),10.45,Amazon - Fretless Finger Guide
2018-05-23,Recreational,Weddings,30,Hannah Bach. Party
2018-05-23,Recreational,Vacation,110,Passport Services
2018-05-23,Personal,Pocket Money (Darren),101.09,Miniature Market
2018-05-23,Personal,Pocket Money (Darren),11.99,Amazon - Mandolin Strings
2018-05-23,Food,Restaurants,35.38,Pelanchos
2018-05-23,Clothing,Jamie (Clothing),32.75,TJ Maxx
2018-05-23,Personal,Pocket Money (Jamie),17.99,Amazon - Violin Book ***
2018-05-23,Personal,Miscellaneous,108.16,Beachbody
2018-05-24,Personal,Subscriptions (Amazon),53.66,Amazon - Prime
2018-05-25,Personal,Miscellaneous,26.2,*** Power strips
2018-05-25,Food,Restaurants,25.7,Chaiyos
2018-05-25,Transportation,Gas & Oil,31.43,Pilot
2018-05-25,Medical / Health,Medications,20,Ut Student Health - J
2018-05-25,Personal,Pocket Money (Darren),11.3,Amazon - Journal 29
2018-05-26,Food,Groceries,86.68,Sam's
2018-05-26,Food,Groceries,62.73,Trader Joe's
2018-05-26,Personal,Cosmetics / Hair Care,16.38,Saloncentric - hairspray
2018-05-26,Food,Groceries,54.24,Aldi
2018-05-26,Charity,Charity & Offerings,5,
2018-05-27,Clothing,Darren (Clothing),31.32,Banana
2018-05-27,Personal,Miscellaneous,3.83,Corning - baking pans
2018-05-27,Clothing,Darren (Clothing),3.68,Banana
2018-05-27,Personal,Miscellaneous,9.87,Kitchen Collection
2018-05-30,Transportation,Gas & Oil,34.47,Pilot
2018-05-30,Personal,Miscellaneous,84.43,Amazon - bread machine
2018-05-30,Food,Restaurants,36.86,Pelanchos
2018-06-02,Food,Groceries,6,FM - Honey Creek Farms
2018-06-02,Food,Groceries,26.33,* Walmart
2018-06-02,Food,Groceries,10,FM - All Sum Foods
2018-06-02,Food,Groceries,4.25,FM - Jonathon Mixon
2018-06-02,Food,Groceries,28.32,Aldi
2018-06-02,Clothing,Jamie (Clothing),1.1,Planet Xchange
2018-06-02,Personal,Pocket Money (Darren),4.36,iTunes - tuner
2018-06-02,,,34.7,Academy Sports
2018-06-02,Food,Groceries,5.46,FM - Oliver Family
2018-06-03,Personal,Pocket Money (Darren),33.86,Amazon - paints
2018-06-04,Housing,Rent,886,Rent
2018-06-05,Utilities,Electricity,76.93,KUB
2018-06-05,Debts,Student Loan,500,OSLA
2018-06-06,Personal,Pet Supplies,12,* litter
2018-06-06,Utilities,Internet,49.82,Comcast
2018-06-06,Food,Restaurants,31,Pelanchos
2018-06-08,Food,Restaurants,15.29,Marcos
2018-06-09,Food,Groceries,57.05,Trader Joe's
2018-06-09,Food,Groceries,44.88,Aldi
2018-06-09,Clothing,Jamie (Clothing),26.19,Academy Sports
2018-06-09,Personal,Miscellaneous,181.3,** Walmart
2018-06-11,Personal,Miscellaneous,54.44,Target
2018-06-11,Recreational,Audible,16.37,Audible
2018-06-11,Food,Restaurants,16.96,Phoenix Pharmacy
2018-06-12,Food,Restaurants,18.23,Wok N Roll
2018-06-12,Transportation,Gas & Oil,27.96,Pilot
2018-06-13,Recreational,Board Games,50,*** McGuire
2018-06-13,Transportation,Gas & Oil,31.78,Pilot
2018-06-14,Recreational,Entertainment,15.3,***
2018-06-14,Food,Restaurants,24.63,Pelanchos
2018-06-14,,,174.31,Adjustment Deposit
2018-06-16,Food,Groceries,36.07,Walmart
2018-06-16,Food,Groceries,34.21,Trader Joe's
2018-06-16,Food,Groceries,38.17,Aldi
2018-06-19,Utilities,Water,66.06,West Knox
2018-06-20,Food,Restaurants,21,Asia Kitchen
2018-06-22,Food,Groceries,39.51,Kroger
2018-06-22,Transportation,Gas & Oil,27.84,Pilot
2018-06-24,Food,Restaurants,47,Pelanchos
2018-06-24,Personal,Miscellaneous,20,BART - EBSS
2018-06-24,Personal,Miscellaneous,9.94,Bojangles - EBSS
2018-06-24,Personal,Miscellaneous,25.2,Jupiter - EBSS
2018-06-24,Food,Restaurants,16,Tap House
2018-06-24,Personal,Miscellaneous,-4,Joe - EBSS
2018-06-25,Food,Restaurants,2.85,Peet's
2018-06-25,Food,Restaurants,11.92,Subway
2018-06-26,Food,Restaurants,8,Jupiter
2018-06-26,Food,Groceries,15.35,Trader Joe's
2018-06-27,Transportation,Gas & Oil,32.08,Pilot
2018-06-27,Food,Restaurants,9,Pappy's
2018-06-27,Personal,Pocket Money (Darren),1,Secret Cabal
2018-06-28,Food,Restaurants,13.45,The Soup Kitchen
2018-06-28,Personal,Pocket Money (Darren),4.36,iTunes - The Room 3
2018-06-29,,,-174.31,Blue Gold Deposit
2018-06-29,Food,Restaurants,0.5,Soda - Jamie
2018-06-29,Food,Restaurants,33,Triple Rock
2018-06-29,Food,Restaurants,1.75,Chinatown Bakery
2018-06-29,Transportation,Gas & Oil,9,BART
2018-06-29,Recreational,Weddings,152.9,David's Bridal
2018-06-29,Food,Groceries,15.24,Walmart
2018-06-29,Personal,Miscellaneous,40,Lark Creek Grill - ebss
2018-06-29,Food,Restaurants,2.19,McDonalds
2018-06-29,Personal,Gifts (Including Christmas),45.68,Tai Nam Yang - Chinatown
2018-06-29,Food,Groceries,11.1,Trader Joe's
2018-06-30,Food,Groceries,15.01,Kroger
2018-06-30,Personal,Pocket Money (Jamie),14.95,Amazon - J book
2018-06-30,Personal,Miscellaneous,174.78,Rooms To Go
2018-06-30,Food,Restaurants,26.72,Tenn Tap House
2018-06-30,Personal,Miscellaneous,204.63,Home Depot
2018-06-30,Food,Groceries,32.16,Walmart
